session_id,user_id,name
u54_s0,u54,view_page
u54_s0,u54,add_to_cart
u54_s0,u54,add_payment
u54_s1,u54,view_page
u54_s1,u54,view_cart
u54_s1,u54,add_payment
u54_s2,u54,view_page
u54_s2,u54,add_to_cart
u54_s2,u54,view_cart
u55_s0,u55,view_page
u55_s0,u55,add_to_cart
u55_s0,u55,view_cart
u55_s0,u55,add_payment
u55_s1,u55,view_page
u55_s1,u55,add_to_cart
u55_s1,u55,view_cart
u55_s1,u55,add_payment
u55_s2,u55,view_page
u55_s2,u55,add_to_cart
u55_s2,u55,view_cart
u55_s2,u55,add_payment
u56_s0,u56,view_page
u56_s0,u56,add_to_cart
u56_s0,u56,view_cart
u56_s1,u56,view_page
u56_s1,u56,add_to_cart
u56_s1,u56,view_cart
u56_s1,u56,add_payment
u56_s2,u56,view_page
u56_s2,u56,add_to_cart
u56_s2,u56,view_cart
u56_s2,u56,add_payment
u57_s0,u57,view_page
u57_s0,u57,view_cart
u57_s0,u57,add_payment
u57_s1,u57,view_page
u57_s1,u57,add_to_cart
u57_s1,u57,view_cart
u57_s1,u57,add_payment
u57_s1,u57,place_order
u58_s0,u58,view_page
u58_s0,u58,view_cart
u58_s0,u58,add_payment
u58_s1,u58,view_page
u58_s1,u58,add_to_cart
u58_s1,u58,view_cart
u58_s1,u58,add_payment
u59_s0,u59,view_page
u59_s0,u59,view_cart
u59_s0,u59,add_payment
u60_s0,u60,view_page
u60_s0,u60,add_to_cart
u60_s0,u60,view_cart
u60_s0,u60,add_payment
u60_s1,u60,view_page
u60_s1,u60,add_to_cart
u60_s1,u60,view_cart
u61_s0,u61,view_page
u61_s0,u61,add_to_cart
u61_s0,u61,view_cart
u61_s0,u61,add_payment
u61_s0,u61,place_order
u61_s1,u61,view_page
u61_s1,u61,view_cart
u62_s0,u62,view_page
u62_s0,u62,add_to_cart
u62_s0,u62,add_payment
u62_s1,u62,view_page
u62_s1,u62,add_to_cart
u62_s1,u62,view_cart
u62_s1,u62,add_payment
u62_s1,u62,place_order
u63_s0,u63,view_page
u63_s0,u63,add_to_cart
u63_s0,u63,add_payment
u63_s1,u63,view_page
u63_s1,u63,add_to_cart
u63_s1,u63,view_cart
u63_s1,u63,add_payment
u64_s0,u64,view_page
u64_s0,u64,view_cart
u64_s0,u64,add_payment
u64_s1,u64,view_page
u64_s1,u64,add_to_cart
u64_s1,u64,view_cart
u64_s1,u64,add_payment
u64_s2,u64,view_page
u64_s2,u64,add_to_cart
u65_s0,u65,view_page
u65_s0,u65,add_to_cart
u65_s0,u65,view_cart
u65_s0,u65,add_payment
u66_s0,u66,view_page
u66_s0,u66,add_to_cart
u66_s0,u66,view_cart
u66_s0,u66,add_payment
u66_s1,u66,view_page
u66_s1,u66,add_to_cart
u66_s1,u66,add_payment
u66_s2,u66,view_page
u66_s2,u66,add_to_cart
u66_s2,u66,view_cart
u66_s2,u66,add_payment
u66_s2,u66,place_order
u66_s2,u66,support_ticket
u67_s0,u67,view_page
u67_s0,u67,add_to_cart
u67_s0,u67,view_cart
u67_s0,u67,add_payment
u67_s1,u67,view_page
u67_s1,u67,view_cart
u67_s1,u67,add_payment
u67_s1,u67,place_order
u68_s0,u68,view_page
u68_s0,u68,add_to_cart
u68_s0,u68,view_cart
u68_s1,u68,view_page
u68_s1,u68,add_to_cart
u68_s1,u68,view_cart
u68_s1,u68,add_payment
u69_s0,u69,view_page
u69_s0,u69,add_to_cart
u69_s0,u69,view_cart
u69_s0,u69,add_payment
u69_s1,u69,view_page
u69_s1,u69,add_to_cart
u69_s1,u69,view_cart
u69_s2,u69,view_page
u69_s2,u69,add_to_cart
u70_s0,u70,view_page
u70_s0,u70,add_to_cart
u70_s0,u70,view_cart
u70_s0,u70,add_payment
u70_s0,u70,place_order
u71_s0,u71,view_page
u71_s0,u71,add_to_cart
u71_s0,u71,view_cart
u71_s0,u71,add_payment
u72_s0,u72,view_page
u72_s0,u72,add_to_cart
u72_s0,u72,view_cart
u72_s0,u72,add_payment
u72_s1,u72,view_page
u72_s1,u72,add_to_cart
u72_s1,u72,add_payment
u72_s2,u72,view_page
u72_s2,u72,add_to_cart
u72_s2,u72,view_cart
u73_s0,u73,view_page
u73_s0,u73,add_to_cart
u73_s0,u73,view_cart
u73_s0,u73,add_payment
u73_s0,u73,support_ticket
u74_s0,u74,view_page
u74_s0,u74,add_to_cart
u74_s0,u74,view_cart
u74_s1,u74,view_page
u74_s1,u74,add_to_cart
u74_s1,u74,add_payment
u75_s0,u75,view_page
u75_s0,u75,add_to_cart
u75_s0,u75,view_cart
u75_s0,u75,add_payment
u75_s0,u75,place_order
u75_s1,u75,view_page
u75_s1,u75,add_to_cart
u75_s1,u75,view_cart
u75_s1,u75,add_payment
u76_s0,u76,view_page
u76_s0,u76,add_to_cart
u76_s0,u76,add_payment
u76_s1,u76,view_page
u76_s1,u76,add_to_cart
u76_s1,u76,view_cart
u76_s1,u76,add_payment
u77_s0,u77,view_page
u77_s0,u77,add_to_cart
u77_s0,u77,view_cart
u77_s0,u77,add_payment
u78_s0,u78,view_page
u78_s0,u78,add_to_cart
u78_s0,u78,view_cart
u78_s0,u78,add_payment
u79_s0,u79,view_page
u79_s0,u79,add_to_cart
u79_s0,u79,view_cart
u79_s0,u79,add_payment
u79_s1,u79,view_page
u79_s1,u79,add_to_cart
u79_s1,u79,view_cart
u79_s1,u79,add_payment
u80_s0,u80,view_page
u80_s0,u80,add_to_cart
u80_s0,u80,add_payment
u81_s0,u81,view_page
u81_s0,u81,add_to_cart
u81_s0,u81,add_payment
u81_s0,u81,place_order
u81_s1,u81,view_page
u81_s1,u81,add_to_cart
u81_s1,u81,view_cart
u81_s1,u81,add_payment
u82_s0,u82,view_page
u82_s0,u82,add_to_cart
u82_s0,u82,view_cart
u82_s0,u82,add_payment
u82_s1,u82,view_page
u82_s1,u82,add_to_cart
u82_s1,u82,view_cart
u82_s1,u82,add_payment
u82_s2,u82,view_page
u82_s2,u82,add_to_cart
u82_s2,u82,view_cart
u82_s2,u82,add_payment
u83_s0,u83,view_page
u83_s0,u83,add_to_cart
u83_s0,u83,view_cart
u83_s0,u83,add_payment
u83_s1,u83,view_page
u83_s1,u83,add_to_cart
u83_s1,u83,view_cart
u84_s0,u84,view_page
u84_s0,u84,add_to_cart
u84_s0,u84,view_cart
u84_s1,u84,view_page
u84_s1,u84,add_to_cart
u84_s1,u84,view_cart
u84_s1,u84,add_payment
u84_s1,u84,place_order
u84_s2,u84,view_page
u84_s2,u84,add_to_cart
u84_s2,u84,add_payment
u85_s0,u85,view_page
u85_s0,u85,add_to_cart
u85_s0,u85,add_payment
u85_s1,u85,view_page
u85_s1,u85,add_to_cart
u85_s1,u85,view_cart
u86_s0,u86,view_page
u86_s0,u86,add_to_cart
u86_s0,u86,add_payment
u86_s1,u86,view_page
u86_s1,u86,add_to_cart
u86_s1,u86,view_cart
u86_s1,u86,add_payment
u87_s0,u87,view_page
u87_s0,u87,add_to_cart
u87_s0,u87,view_cart
u88_s0,u88,view_page
u88_s0,u88,add_to_cart
u88_s0,u88,view_cart
u88_s0,u88,add_payment
u89_s0,u89,view_page
u89_s0,u89,add_to_cart
u89_s0,u89,view_cart
u89_s0,u89,add_payment
u89_s1,u89,view_page
u89_s1,u89,add_to_cart
u89_s1,u89,view_cart
u89_s1,u89,add_payment
u90_s0,u90,view_page
u90_s0,u90,add_to_cart
u90_s0,u90,view_cart
u90_s0,u90,add_payment
u90_s1,u90,view_page
u90_s1,u90,view_cart
u91_s0,u91,view_page
u91_s0,u91,add_to_cart
u91_s0,u91,view_cart
u91_s0,u91,add_payment
u91_s1,u91,view_page
u91_s1,u91,view_cart
u91_s1,u91,add_payment
u91_s2,u91,view_page
u91_s2,u91,view_cart
u91_s2,u91,add_payment
u92_s0,u92,view_page
u92_s0,u92,view_cart
u92_s0,u92,add_payment
u92_s0,u92,place_order
u92_s1,u92,view_page
u92_s1,u92,add_to_cart
u92_s2,u92,view_page
u92_s2,u92,add_to_cart
u92_s2,u92,view_cart
u92_s2,u92,add_payment
u93_s0,u93,view_page
u93_s0,u93,add_to_cart
u93_s0,u93,view_cart
u93_s0,u93,add_payment
u93_s0,u93,support_ticket
u94_s0,u94,view_page
u94_s0,u94,add_to_cart
u94_s0,u94,view_cart
u94_s0,u94,add_payment
u94_s0,u94,support_ticket
u94_s1,u94,view_page
u94_s1,u94,add_to_cart
u94_s1,u94,view_cart
u94_s1,u94,add_payment
u95_s0,u95,view_page
u95_s0,u95,add_to_cart
u95_s0,u95,view_cart
u95_s0,u95,add_payment
u95_s1,u95,view_page
u95_s1,u95,view_cart
u95_s1,u95,add_payment
u95_s1,u95,support_ticket
u96_s0,u96,view_page
u96_s0,u96,add_to_cart
u96_s0,u96,view_cart
u96_s0,u96,add_payment
u96_s1,u96,view_page
u96_s1,u96,add_to_cart
u96_s1,u96,view_cart
u96_s1,u96,add_payment
u96_s2,u96,view_page
u96_s2,u96,add_to_cart
u96_s2,u96,view_cart
u96_s2,u96,add_payment
u97_s0,u97,view_page
u97_s0,u97,add_to_cart
u97_s0,u97,view_cart
u97_s1,u97,view_page
u97_s1,u97,add_to_cart
u97_s1,u97,add_payment
u97_s2,u97,view_page
u97_s2,u97,add_to_cart
u97_s2,u97,view_cart
u97_s2,u97,add_payment
u98_s0,u98,view_page
u98_s0,u98,add_to_cart
u98_s0,u98,view_cart
u99_s0,u99,view_page
u99_s0,u99,add_to_cart
u99_s0,u99,add_payment
u99_s1,u99,view_page
u99_s1,u99,add_to_cart
u99_s1,u99,view_cart
u99_s1,u99,add_payment
u99_s1,u99,place_order
u99_s2,u99,view_page
u99_s2,u99,add_to_cart
u99_s2,u99,view_cart
u99_s2,u99,add_payment
u100_s0,u100,view_page
u100_s0,u100,add_to_cart
u100_s0,u100,view_cart
u100_s0,u100,add_payment
u100_s1,u100,view_page
u100_s1,u100,add_to_cart
u100_s1,u100,view_cart
u100_s1,u100,add_payment
u101_s0,u101,view_page
u101_s0,u101,add_to_cart
u101_s0,u101,view_cart
u101_s0,u101,add_payment
u102_s0,u102,view_page
u102_s0,u102,add_to_cart
u102_s0,u102,view_cart
u102_s1,u102,view_page
u102_s1,u102,add_to_cart
u102_s1,u102,view_cart
u102_s1,u102,add_payment
u103_s0,u103,view_page
u103_s0,u103,add_payment
u103_s1,u103,view_page
u103_s1,u103,add_to_cart
u103_s1,u103,view_cart
u103_s1,u103,place_order
u103_s2,u103,view_page
u103_s2,u103,add_to_cart
u103_s2,u103,view_cart
u103_s2,u103,add_payment
u104_s0,u104,view_page
u104_s0,u104,add_to_cart
u104_s0,u104,view_cart
u104_s1,u104,view_page
u104_s1,u104,add_to_cart
u104_s1,u104,view_cart
u104_s1,u104,add_payment
u104_s2,u104,view_page
u104_s2,u104,add_to_cart
u104_s2,u104,view_cart
u104_s2,u104,add_payment
u105_s0,u105,view_page
u105_s0,u105,add_to_cart
u105_s0,u105,add_payment
u105_s0,u105,place_order
u106_s0,u106,view_page
u106_s0,u106,add_to_cart
u106_s0,u106,view_cart
u106_s0,u106,add_payment
u107_s0,u107,view_page
u107_s0,u107,add_to_cart
u107_s0,u107,view_cart
u107_s0,u107,add_payment
u107_s1,u107,view_page
u107_s1,u107,add_to_cart
u107_s1,u107,view_cart
u107_s1,u107,add_payment
u107_s1,u107,place_order
u107_s2,u107,view_page
u107_s2,u107,add_to_cart
u107_s2,u107,view_cart
u107_s2,u107,add_payment
u108_s0,u108,view_page
u108_s0,u108,add_to_cart
u108_s0,u108,view_cart
u108_s0,u108,add_payment
u108_s1,u108,view_page
u108_s1,u108,add_to_cart
u108_s1,u108,view_cart
u108_s1,u108,add_payment
u109_s0,u109,view_page
u109_s0,u109,add_to_cart
u109_s0,u109,view_cart
u109_s0,u109,add_payment
u109_s1,u109,view_page
u109_s1,u109,add_to_cart
u109_s1,u109,view_cart
u109_s1,u109,add_payment
u109_s1,u109,place_order
u109_s2,u109,view_page
u109_s2,u109,add_to_cart
u109_s2,u109,view_cart
u110_s0,u110,view_page
u110_s0,u110,add_to_cart
u110_s0,u110,view_cart
u110_s0,u110,add_payment
u110_s0,u110,place_order
u111_s0,u111,view_page
u111_s0,u111,add_to_cart
u111_s0,u111,view_cart
u111_s0,u111,add_payment
u111_s1,u111,view_page
u111_s1,u111,add_to_cart
u111_s1,u111,view_cart
u111_s1,u111,add_payment
u111_s1,u111,place_order
u111_s2,u111,view_page
u111_s2,u111,add_to_cart
u111_s2,u111,view_cart
u111_s2,u111,add_payment
u112_s0,u112,view_page
u112_s0,u112,add_to_cart
u112_s0,u112,view_cart
u112_s0,u112,add_payment
u112_s1,u112,view_page
u112_s1,u112,add_to_cart
u112_s1,u112,add_payment
u113_s0,u113,view_page
u113_s0,u113,add_to_cart
u113_s0,u113,view_cart
u113_s0,u113,add_payment
u113_s1,u113,view_page
u113_s1,u113,add_to_cart
u113_s1,u113,view_cart
u113_s1,u113,add_payment
u113_s2,u113,view_page
u113_s2,u113,add_to_cart
u113_s2,u113,view_cart
u114_s0,u114,view_page
u114_s0,u114,add_to_cart
u114_s0,u114,view_cart
u114_s0,u114,add_payment
u114_s1,u114,view_page
u114_s1,u114,add_to_cart
u114_s1,u114,view_cart
u114_s2,u114,view_page
u114_s2,u114,add_to_cart
u114_s2,u114,view_cart
u114_s2,u114,add_payment
u115_s0,u115,view_page
u115_s0,u115,add_to_cart
u115_s0,u115,view_cart
u115_s0,u115,add_payment
u115_s1,u115,view_page
u115_s1,u115,add_to_cart
u115_s1,u115,view_cart
u115_s1,u115,add_payment
u115_s2,u115,view_page
u115_s2,u115,add_to_cart
u115_s2,u115,add_payment
u116_s0,u116,view_page
u116_s0,u116,add_to_cart
u116_s0,u116,view_cart
u116_s0,u116,add_payment
u116_s1,u116,view_page
u116_s1,u116,add_to_cart
u116_s1,u116,view_cart
u117_s0,u117,view_page
u117_s0,u117,add_to_cart
u117_s0,u117,view_cart
u117_s0,u117,add_payment
u118_s0,u118,view_page
u118_s0,u118,add_to_cart
u118_s0,u118,view_cart
u118_s0,u118,add_payment
u119_s0,u119,view_page
u119_s0,u119,add_to_cart
u119_s0,u119,view_cart
u119_s0,u119,add_payment
u119_s1,u119,view_page
u119_s1,u119,add_to_cart
u119_s1,u119,view_cart
u119_s1,u119,add_payment
u120_s0,u120,view_page
u120_s0,u120,add_to_cart
u120_s0,u120,view_cart
u120_s0,u120,add_payment
u120_s0,u120,place_order
u120_s1,u120,view_page
u120_s1,u120,add_to_cart
u120_s1,u120,view_cart
u120_s1,u120,add_payment
u120_s1,u120,place_order
u120_s2,u120,view_page
u120_s2,u120,add_to_cart
u120_s2,u120,view_cart
u121_s0,u121,view_page
u121_s0,u121,add_to_cart
u121_s0,u121,view_cart
u121_s1,u121,view_page
u121_s1,u121,add_to_cart
u121_s1,u121,view_cart
u121_s1,u121,add_payment
u121_s1,u121,place_order
u121_s2,u121,view_page
u121_s2,u121,add_to_cart
u121_s2,u121,view_cart
u121_s2,u121,add_payment
u122_s0,u122,view_page
u122_s0,u122,add_to_cart
u122_s0,u122,view_cart
u122_s0,u122,add_payment
u122_s1,u122,view_page
u122_s1,u122,add_to_cart
u122_s1,u122,view_cart
u122_s1,u122,add_payment
u123_s0,u123,view_page
u123_s0,u123,add_to_cart
u123_s0,u123,view_cart
u123_s1,u123,view_page
u123_s1,u123,view_cart
u123_s1,u123,add_payment
u123_s2,u123,view_page
u123_s2,u123,add_to_cart
u123_s2,u123,view_cart
u123_s2,u123,add_payment
u124_s0,u124,view_page
u124_s0,u124,add_to_cart
u124_s0,u124,view_cart
u124_s1,u124,view_page
u124_s1,u124,add_to_cart
u124_s1,u124,view_cart
u124_s1,u124,add_payment
u124_s2,u124,view_page
u124_s2,u124,add_to_cart
u124_s2,u124,view_cart
u124_s2,u124,add_payment
u125_s0,u125,view_page
u125_s0,u125,add_to_cart
u125_s0,u125,view_cart
u125_s0,u125,add_payment
u125_s1,u125,view_page
u125_s1,u125,add_to_cart
u125_s1,u125,view_cart
u125_s1,u125,add_payment
u125_s2,u125,view_page
u125_s2,u125,view_cart
u125_s2,u125,add_payment
u126_s0,u126,view_page
u126_s0,u126,add_to_cart
u126_s0,u126,view_cart
u127_s0,u127,view_page
u127_s0,u127,add_to_cart
u127_s0,u127,view_cart
u127_s0,u127,add_payment
u127_s1,u127,view_page
u127_s1,u127,add_to_cart
u127_s1,u127,view_cart
u127_s1,u127,add_payment
u127_s2,u127,view_page
u127_s2,u127,add_to_cart
u127_s2,u127,add_payment
u128_s0,u128,view_page
u128_s0,u128,add_to_cart
u128_s0,u128,view_cart
u128_s0,u128,add_payment
u128_s0,u128,place_order
u128_s1,u128,view_page
u128_s1,u128,add_to_cart
u128_s1,u128,view_cart
u128_s1,u128,add_payment
u129_s0,u129,view_page
u129_s0,u129,view_cart
u129_s0,u129,add_payment
u129_s1,u129,view_page
u129_s1,u129,add_to_cart
u129_s1,u129,view_cart
u129_s1,u129,add_payment
u130_s0,u130,view_page
u130_s0,u130,add_to_cart
u130_s0,u130,add_payment
u130_s1,u130,view_page
u130_s1,u130,add_to_cart
u130_s1,u130,view_cart
u131_s0,u131,view_page
u131_s0,u131,add_to_cart
u131_s0,u131,view_cart
u131_s0,u131,add_payment
u131_s1,u131,view_page
