user_id,country,device,traffic_source,past_7d_gpv
u103,US,mobile,organic,110.73305505054572
u104,UK,mobile,paid,123.71408309325994
u105,UK,mobile,organic,114.37906621330134
u106,US,mobile,organic,119.92095371611633
u107,UK,desktop,paid,84.86409822861079
u108,US,mobile,paid,71.56378666516312
u109,IN,desktop,organic,130.02667303910974
u110,UK,desktop,organic,93.54640322315728
u111,IN,desktop,organic,94.98333967089906
u112,US,mobile,organic,126.56388283698115
u113,UK,mobile,organic,111.1246001880132
u114,US,mobile,organic,109.11775544163216
u115,IN,desktop,paid,143.30004689802166
u116,US,desktop,paid,87.12963539239715
u117,UK,desktop,paid,118.55680256162475
u118,UK,desktop,organic,101.14026249794169
u119,IN,desktop,paid,105.37184557726513
u120,US,desktop,organic,130.56936852825064
u121,UK,mobile,organic,110.15671512579247
u122,IN,mobile,paid,110.76592158099265
u123,UK,mobile,organic,121.45014674619604
u124,UK,mobile,organic,92.70094540914229
u125,US,desktop,paid,83.21580665321987
u126,UK,desktop,paid,79.10381611957934
u127,US,mobile,paid,60.67286821247996
u128,UK,desktop,organic,141.12414259880643
u129,IN,mobile,paid,77.93583268556634
u130,UK,mobile,paid,95.57492752828456
u131,US,mobile,organic,94.46373400222159
u132,US,desktop,paid,106.14813395618202
u133,IN,mobile,paid,116.31474425078594
u134,UK,mobile,paid,117.2094697671949
u135,UK,mobile,organic,88.33845122862124
u136,IN,desktop,organic,96.65756572427178
u137,UK,desktop,organic,105.65159900976599
u138,UK,mobile,organic,95.02617747632905
u139,US,desktop,paid,132.14691152039984
u140,UK,desktop,organic,109.81949903276502
u141,UK,desktop,organic,114.69755572099635
u142,IN,desktop,paid,113.25762537334825
u143,IN,desktop,paid,123.4694771497065
u144,US,desktop,paid,103.62043117407414
u145,UK,desktop,organic,74.06336104088307
u146,UK,desktop,organic,107.99375903505283
u147,UK,desktop,organic,86.97286212416341
u148,US,desktop,paid,89.42766636500487
u149,US,mobile,paid,111.72728037510187
u150,IN,mobile,organic,124.76566142867271
u151,US,desktop,paid,100.42543153472123
u152,UK,mobile,paid,106.17666025197927
u153,UK,mobile,paid,134.04429889270477
u154,US,desktop,organic,104.81506358977137
u155,UK,desktop,paid,152.0336622836079
u156,UK,desktop,paid,111.31019291263088
u157,US,mobile,organic,64.78474481688365
u158,US,mobile,organic,115.06683242209066
u159,UK,desktop,paid,107.62316769765556
u160,UK,desktop,paid,125.79505508165491
u161,UK,desktop,organic,113.46362702539916
u162,IN,mobile,organic,97.23088032032453
u163,IN,mobile,paid,75.51403527421269
u164,IN,mobile,paid,95.8195348542795
u165,US,mobile,paid,82.989590915814
u166,IN,desktop,paid,88.38953100390555
u167,US,desktop,organic,111.7715680884122
u168,US,desktop,paid,133.39809008702812
u169,IN,desktop,paid,107.89343059645962
u170,IN,mobile,organic,76.0823387592963
u171,IN,mobile,paid,108.89205336440281
u172,UK,desktop,organic,123.93262973291303
u173,IN,desktop,paid,87.80434191361236
u174,UK,mobile,paid,97.31965666654165
u175,US,desktop,organic,100.29376389458395
u176,UK,mobile,organic,84.30203373835519
u177,IN,desktop,paid,112.96560867687718
u178,US,desktop,paid,97.58103702784437
u179,US,desktop,paid,108.39064887814055
u180,US,desktop,organic,82.25015644395799
u181,UK,desktop,paid,91.25083399353178
u182,IN,desktop,organic,114.44762715655543
u183,US,desktop,organic,92.54333695816466
u184,US,mobile,paid,134.5392770246681
u185,US,mobile,organic,92.00727628770795
u186,UK,mobile,paid,104.49369451503772
u187,UK,mobile,paid,118.65181663746179
u188,IN,mobile,paid,71.63268534133937
u189,UK,desktop,paid,64.78382376038448
u190,US,desktop,paid,69.4868737085981
u191,IN,mobile,organic,125.25168206854364
u192,US,desktop,organic,88.96283708215107
u193,US,mobile,paid,151.16398571336504
u194,UK,mobile,paid,88.71504802685223
u195,IN,desktop,organic,103.69102606394074
u196,UK,desktop,organic,130.8421990513575
u197,UK,desktop,organic,140.12185776318245
u198,IN,mobile,organic,141.23007153272795
u199,US,desktop,paid,124.16732461186285
u200,US,mobile,paid,120.48125051622925
u201,IN,mobile,organic,111.85053898402366
u202,US,mobile,paid,115.56722152333276
u203,IN,desktop,organic,88.97628567342933
u204,IN,desktop,paid,83.63602233155386
u205,UK,mobile,organic,99.93251085178096
u206,IN,desktop,paid,96.59630754950143
u207,UK,desktop,organic,90.9354390134545
u208,US,desktop,organic,113.92774894913431
u209,US,mobile,paid,119.10610417141021
u210,US,mobile,organic,101.76813772583695
u211,US,desktop,paid,129.55060162110524
u212,UK,mobile,paid,77.1662177173299
u213,US,desktop,organic,96.12681081440564
u214,IN,desktop,paid,85.66355358794391
u215,IN,desktop,paid,62.6692676585388
u216,IN,desktop,paid,98.34638628314602
u217,UK,mobile,paid,97.56504983233432
u218,US,mobile,paid,130.26899486484263
u219,US,mobile,organic,112.61623369109554
u220,US,desktop,paid,79.51626351341591
u221,UK,desktop,paid,137.08185132668376
u222,IN,desktop,paid,124.42067391050706
u223,IN,mobile,paid,111.64195406937232
u224,US,desktop,paid,95.47031802300336
u225,IN,mobile,organic,80.81121526553041
u226,IN,mobile,paid,92.55586447857894
u227,UK,mobile,organic,121.77497239408372
u228,UK,mobile,organic,137.69172611869217
u229,UK,mobile,organic,130.86487056544377
u230,UK,mobile,organic,90.22301156427451
u231,US,desktop,paid,77.60765133421978
u232,UK,desktop,organic,102.81772493822407
u233,IN,mobile,organic,64.63121268874298
u234,US,mobile,paid,106.46335428369562
u235,IN,desktop,paid,97.04794827402662
u236,IN,mobile,paid,90.67926996263516
u237,IN,mobile,organic,68.10593865466409
u238,UK,desktop,paid,110.27200213139433
u239,UK,mobile,paid,89.34598320676177
u240,US,mobile,organic,76.60166328579425
u241,US,mobile,paid,42.55475573436701
u242,UK,desktop,paid,99.44970189898727
u243,IN,desktop,paid,135.4450319333949
u244,US,desktop,paid,133.2251842909574
u245,UK,mobile,organic,90.85807486827457
u246,UK,mobile,paid,87.95575879276439
u247,UK,desktop,paid,109.37548512150047
u248,IN,mobile,organic,80.03229121623417
u249,UK,mobile,paid,106.03583799638932
u250,UK,mobile,organic,115.32160556769381
u251,UK,mobile,paid,124.53866447768615
u252,UK,mobile,organic,97.99691847040094
u253,US,desktop,organic,95.92652499646069
u254,US,mobile,organic,82.44034826486877
u255,UK,desktop,organic,83.4623929192028
u256,IN,mobile,paid,95.47042216196947
u257,US,desktop,organic,107.34731013632356
u258,UK,mobile,paid,118.27169252466499
u259,US,desktop,organic,83.9364209863931
u260,US,mobile,organic,129.85377137919045
u261,IN,desktop,organic,94.57752797914863
u262,UK,mobile,paid,99.57265411303128
u263,UK,desktop,organic,85.05576641704353
u264,IN,mobile,paid,51.515194794541166
u265,IN,desktop,paid,117.680907927221
u266,UK,desktop,paid,114.73687794184866
u267,UK,mobile,paid,94.37344885763574
u268,IN,mobile,paid,101.33981434449744
u269,US,desktop,paid,110.31878435408198
u270,US,mobile,paid,68.74908286226915
u271,IN,desktop,paid,89.4189464530741
u272,US,desktop,paid,115.88529359243654
u273,IN,desktop,organic,74.91421153661501
u274,US,mobile,organic,105.87115864333259
u275,US,desktop,organic,72.8683639075319
u276,UK,desktop,organic,109.32859964867053
u277,UK,mobile,organic,99.28717035405033
u278,US,mobile,paid,67.69736368188981
u279,US,mobile,paid,123.29478708914343
u280,UK,mobile,paid,85.30816846403901
u281,UK,desktop,paid,83.79495125971238
u282,UK,desktop,paid,104.01138394461886
u283,IN,desktop,paid,122.9727469885743
u284,US,desktop,paid,79.68356362043207
u285,UK,mobile,organic,101.23359699695943
u286,US,desktop,organic,108.57633000661146
u287,IN,desktop,organic,113.86211214526288
u288,IN,mobile,organic,103.5288311055445
u289,UK,desktop,paid,92.65944321833355
u290,IN,desktop,paid,83.44819558702561
u291,US,desktop,paid,101.7228776609275
u292,UK,desktop,organic,78.55721976028786
u293,US,desktop,paid,41.57299033010786
u294,US,desktop,paid,108.73119608315335
u295,IN,mobile,paid,118.07869682172391
u296,IN,mobile,organic,52.741351289163234
u297,IN,desktop,paid,79.80538590580124
u298,IN,desktop,organic,112.38308522010395
u299,IN,mobile,organic,141.149909394234
u300,UK,desktop,organic,100.41587415350816
u301,US,desktop,organic,85.43994117541732
u302,US,desktop,paid,96.3420711779032
u303,US,mobile,organic,127.4975283829637
u304,US,desktop,organic,87.0807164175093
u305,IN,mobile,paid,84.01615986699493
u306,US,desktop,paid,90.34512955635935
u307,UK,mobile,organic,80.93342783482575
u308,UK,mobile,paid,102.4534063198959
u309,US,desktop,organic,132.4935691693912
u310,US,mobile,organic,106.46158546232058
u311,UK,desktop,organic,94.95292995747425
u312,UK,mobile,organic,94.16377462168911
u313,IN,desktop,paid,68.73618382606686
u314,UK,desktop,organic,117.66219554294318
u315,IN,mobile,paid,98.44325605974396
u316,IN,desktop,paid,96.39040172818748
u317,IN,desktop,paid,163.86215135689721
u318,IN,mobile,paid,105.97505816731372
u319,IN,desktop,organic,84.96417899809632
u320,US,desktop,paid,91.47284807588913
u321,UK,mobile,organic,122.9689141839351
u322,IN,mobile,paid,102.26540821075528
u323,UK,desktop,paid,71.23444043365267
u324,UK,desktop,organic,118.38457869150407
u325,IN,mobile,organic,86.63711828922013
u326,US,mobile,organic,137.4659555243509
u327,IN,desktop,paid,121.60096131429297
u328,US,mobile,paid,91.05356208682498
u329,UK,desktop,organic,125.62032723470226
u330,US,desktop,organic,101.35711021054807
u331,US,desktop,organic,117.05547350244439
u332,US,desktop,organic,109.6946563458895
u333,UK,desktop,paid,83.07286690018253
u334,UK,mobile,organic,87.12900335365076
u335,US,mobile,organic,120.59921635162323
u336,US,mobile,organic,93.30449335786918
u337,IN,mobile,organic,91.92703073516006
u338,US,desktop,paid,80.89754841301294
u339,IN,desktop,organic,108.47198131186923
u340,US,desktop,paid,141.2504983848629
u341,IN,desktop,organic,78.64934171491454
u342,UK,mobile,organic,100.48438913345517
u343,US,desktop,paid,128.24441110830858
u344,US,desktop,organic,98.40717217508569
u345,US,mobile,paid,109.04743592499467
u346,US,mobile,paid,78.75212943706241
u347,IN,mobile,organic,108.56614194415297
u348,US,mobile,paid,96.25711469990902
u349,UK,desktop,paid,119.71459991359725
u350,UK,desktop,paid,123.74772103129501
u351,US,mobile,paid,151.79127284037227
u352,UK,desktop,paid,111.59266346427151
u353,US,desktop,paid,106.51592633164333
u354,US,desktop,paid,103.88768603154672
u355,UK,mobile,paid,92.93667414378623
u356,US,desktop,organic,106.76967686923382
u357,UK,mobile,organic,94.09197179721941
u358,IN,desktop,paid,103.36921952539228
u359,US,desktop,organic,126.3519507121592
u360,IN,desktop,paid,79.86914869440717
u361,UK,mobile,paid,122.7975712225809
u362,IN,desktop,organic,126.34230134679731
u363,IN,mobile,paid,97.63862946017842
u364,UK,mobile,paid,57.56290201982811
u365,IN,mobile,paid,87.84356025811135
u366,IN,desktop,paid,125.93989093122218
u367,UK,desktop,organic,99.54263875402236
u368,IN,desktop,paid,80.01395535410178
u369,UK,desktop,paid,89.90450157543565
u370,IN,mobile,paid,116.81240053009105
u371,UK,mobile,organic,110.9346713640276
u372,UK,mobile,paid,95.22135801660612
u373,IN,desktop,organic,92.66351176370625
u374,IN,mobile,organic,92.16483701912357
u375,IN,desktop,paid,81.55179631002994
u376,US,mobile,paid,132.30751378938885
u377,US,desktop,organic,93.5535906157732
u378,US,desktop,paid,124.34317041650993
u379,UK,mobile,organic,130.42632103844903
u380,IN,mobile,organic,119.9662179629592
u381,UK,mobile,paid,91.36759374563903
u382,US,mobile,paid,108.07460180673219
u383,IN,desktop,organic,99.51608787218167
u384,UK,mobile,organic,81.92596278539745
u385,IN,mobile,organic,106.48718563443207
u386,UK,mobile,organic,76.41920417680396
u387,IN,desktop,paid,123.75358776923127
u388,US,desktop,paid,90.70765405403213
u389,US,mobile,paid,104.02319311745678
u390,IN,desktop,paid,105.66575743092284
u391,UK,mobile,paid,94.82190052591845
u392,US,desktop,organic,111.7338760295055
u393,US,desktop,paid,90.50192686754951
u394,US,desktop,paid,117.42594594914488
u395,IN,desktop,paid,73.08040639506503
u396,IN,mobile,paid,102.52759159092824
u397,UK,mobile,paid,138.7785799811657
u398,UK,mobile,organic,79.9933735078885
u399,UK,desktop,organic,86.44510058950297
u400,IN,mobile,organic,110.2781569931783
u401,IN,mobile,paid,103.59163563879196
u402,UK,mobile,organic,107.01260198547118
u403,UK,desktop,organic,109.78374260295327
u404,IN,desktop,paid,112.6944293712354
u405,UK,desktop,paid,122.19399683912447
u406,US,mobile,paid,108.19637313857025
u407,IN,mobile,organic,95.17484690762915
u408,UK,mobile,organic,113.45147402405462
u409,IN,desktop,paid,137.9976386979043
u410,US,desktop,paid,97.34732507234853
u411,IN,mobile,organic,80.50941390658717
u412,IN,desktop,organic,122.14161338573945
u413,IN,desktop,paid,97.59237672092803
u414,IN,desktop,paid,56.546609079719275
u415,US,desktop,organic,116.94843354300843
u416,IN,mobile,paid,89.29343628092154
u417,IN,desktop,organic,98.18933435391679
u418,UK,desktop,organic,106.63960661138029
u419,IN,desktop,organic,103.80999359558133
u420,UK,desktop,organic,114.1890363427808
u421,US,mobile,paid,91.29027258860313
u422,US,mobile,paid,110.26211596352165
u423,US,desktop,organic,94.80906644832166
u424,US,desktop,organic,114.77620961775006
u425,UK,desktop,organic,112.30734968026107
u426,IN,desktop,organic,81.29122595910809
u427,US,desktop,organic,121.71964232350064
u428,IN,desktop,paid,89.28073109771904
u429,UK,mobile,paid,116.1611559656229
u430,UK,desktop,paid,107.34574626802682
u431,UK,mobile,paid,136.76367353590246
u432,US,mobile,organic,95.53068035256295
u433,IN,desktop,organic,93.01366407763605
u434,IN,mobile,organic,99.61160788224535
u435,IN,mobile,organic,93.93640434331449
u436,UK,mobile,organic,115.998838038841
u437,US,mobile,paid,67.67378783126824
u438,UK,mobile,organic,78.92635161707292
u439,UK,mobile,paid,78.64394156841614
u440,IN,desktop,paid,119.00615183947151
u441,UK,mobile,paid,134.2122674516385
u442,IN,mobile,paid,97.91101562925057
u443,US,mobile,organic,96.62356553619979
u444,IN,desktop,paid,101.40104326226363
u445,US,mobile,paid,123.23756605216381
u446,IN,desktop,paid,81.45293731618852
u447,UK,mobile,organic,104.7673796546957
u448,UK,desktop,organic,119.5039525956486
u449,US,desktop,organic,110.0218833987969
u450,US,mobile,paid,103.79163233197487
u451,US,mobile,paid,120.02092185134282
u452,IN,desktop,organic,45.93535414001526
u453,IN,mobile,paid,113.55750639061816
u454,US,desktop,organic,86.91848633745153
u455,UK,desktop,organic,63.387342062870864
u456,IN,desktop,paid,110.22405199049962
u457,IN,desktop,paid,127.47317090325916
u458,IN,desktop,paid,97.25102970744616
u459,US,mobile,paid,119.05749094405877
u460,US,desktop,organic,132.24556515977292
u461,US,desktop,organic,126.29828907168095
u462,US,mobile,organic,132.79929058742786
u463,US,desktop,organic,114.84254982143784
u464,UK,mobile,organic,101.50867277803185
u465,UK,mobile,paid,67.96068376205663
u466,US,mobile,organic,95.07875023740102
u467,IN,desktop,organic,83.13506809367617
u468,US,desktop,organic,143.4188543499563
u469,UK,desktop,paid,96.48228375135326
u470,UK,mobile,paid,102.46409613568972
u471,IN,desktop,paid,111.02970752080935
u472,UK,mobile,paid,100.87204892744907
u473,US,desktop,organic,133.90102080861504
u474,IN,mobile,organic,87.54701276531097
u475,US,desktop,paid,103.89214910474486
u476,US,desktop,paid,85.15058828603904
u477,IN,desktop,organic,73.59954977558588
u478,US,mobile,organic,87.76461818189429
u479,UK,mobile,paid,99.25926405903176
u480,US,desktop,paid,91.4139555096548
u481,IN,desktop,paid,86.15158040252288
u482,IN,mobile,paid,71.87365072656333
u483,IN,mobile,organic,98.3378885474261
u484,US,mobile,organic,69.90559251937995
u485,IN,desktop,organic,115.20111927379205
u486,IN,mobile,paid,101.64879505869007
u487,US,desktop,paid,70.8489700107014
u488,UK,mobile,organic,93.81581845900273
u489,US,desktop,organic,84.95687188818833
u490,IN,mobile,organic,106.3834902083836
u491,IN,mobile,organic,126.80900892046289
u492,US,mobile,paid,62.49655060708511
u493,UK,mobile,organic,102.30052158294835
u494,IN,mobile,organic,96.79734408866719
u495,IN,desktop,organic,113.42680152900931
u496,IN,mobile,organic,104.26393256475379
u497,US,mobile,organic,84.96061336522362
u498,IN,mobile,organic,93.61892128666764
u499,UK,desktop,organic,84.07948286393022
u500,IN,mobile,paid,121.52014277197196
u501,IN,desktop,paid,100.42623297343884
u502,UK,mobile,paid,138.02381371506016
u503,IN,mobile,paid,98.78678372370759
u504,US,desktop,organic,85.83186466179075
u505,US,mobile,paid,69.72571214774345
u506,US,desktop,paid,63.9372064748811
u507,UK,desktop,organic,68.31728113989021
u508,IN,mobile,organic,105.34253302022967
u509,US,desktop,paid,110.17450046459868
u510,UK,mobile,paid,68.37618595935733
u511,IN,mobile,organic,117.90076628152231
u512,UK,desktop,paid,90.3387789663312
u513,US,desktop,organic,102.93586023971099
u514,US,desktop,organic,132.2444125651085
u515,US,desktop,organic,117.93678631731063
u516,UK,mobile,organic,94.62938704188335
u517,UK,mobile,paid,82.17615549169426
u518,US,desktop,organic,56.9636919734139
u519,UK,mobile,organic,85.6169336151516
u520,US,mobile,paid,95.7773952234461
u521,US,mobile,organic,80.25640945697631
u522,IN,mobile,paid,97.3748606581539
u523,UK,desktop,paid,101.53703765917537
u524,US,desktop,paid,95.50288036383843
u525,US,mobile,organic,86.9999483835308
u526,UK,desktop,paid,103.37309343933455
u527,IN,desktop,paid,108.83881299138818
u528,IN,desktop,organic,78.19201845114307
u529,US,mobile,paid,128.21864759492541
u530,UK,mobile,paid,98.02823735431477
u531,IN,mobile,paid,100.37699245889695
u532,UK,desktop,paid,114.16428846513114
u533,UK,mobile,paid,104.66432262527003
u534,US,mobile,organic,119.0627326782649
u535,IN,desktop,paid,105.74248330403648
u536,US,mobile,paid,87.75125250719124
u537,IN,mobile,organic,107.23007050412204
u538,IN,desktop,organic,77.12547585358676
u539,IN,desktop,organic,102.17119411553047
u540,IN,desktop,paid,99.33540018711078
u541,IN,mobile,organic,95.83766285454921
u542,UK,mobile,paid,97.42924977122138
u543,US,mobile,paid,62.36301909004722
u544,UK,desktop,organic,89.02550184518077
u545,IN,desktop,organic,101.85689802282229
u546,US,mobile,paid,103.19712783994801
u547,IN,mobile,organic,79.44649718148084
u548,US,desktop,paid,125.31415681729402
u549,UK,desktop,organic,82.67650303570998
u550,US,desktop,organic,119.38914401053474
u551,US,desktop,organic,108.5438872374337
u552,US,mobile,paid,87.07545380312393
u553,US,desktop,organic,135.50621785219025
u554,US,mobile,paid,76.1272633648704
u555,IN,mobile,paid,118.38308347220003
u556,US,mobile,paid,120.01164636085957
u557,US,desktop,paid,86.58759581846711
u558,UK,desktop,organic,127.84930600128658
u559,US,desktop,paid,94.99906970802094
u560,UK,desktop,paid,105.77387258559715
u561,IN,mobile,organic,105.20643677542441
u562,US,desktop,paid,97.31382517058904
u563,UK,desktop,organic,116.21616546319564
u564,UK,mobile,paid,115.86977441104426
u565,IN,desktop,organic,65.02936053523638
u566,US,mobile,paid,126.08680485756305
u567,US,mobile,organic,66.75016023928652
u568,UK,mobile,paid,120.65092408683314
u569,US,mobile,paid,122.53410273655166
u570,UK,mobile,organic,78.18067139569604
u571,US,mobile,organic,91.78371424090831
u572,UK,mobile,organic,77.88590663028128
u573,US,mobile,organic,95.70157939422529
u574,IN,desktop,paid,93.83931431628517
u575,US,desktop,paid,115.59321064538679
u576,US,desktop,organic,126.20617492239217
u577,IN,desktop,paid,127.91367621579911
u578,US,mobile,organic,88.75663946843396
u579,IN,desktop,organic,95.81556252510944
u580,US,mobile,paid,66.331236155581
u581,UK,desktop,paid,83.88259867007622
u582,UK,desktop,paid,119.29703266194915
u583,US,desktop,paid,132.31165647096464
u584,US,mobile,paid,75.31302256240156
u585,US,desktop,paid,88.15071481694211
u586,UK,mobile,paid,99.47188486082146
u587,US,mobile,organic,105.60322317639213
u588,UK,desktop,organic,83.80792960156708
u589,IN,desktop,organic,108.48122088928179
u590,UK,desktop,organic,90.52321305858167
u591,UK,mobile,organic,99.71095458243441
u592,IN,desktop,paid,110.925684960074
u593,UK,mobile,organic,100.12844539621875
u594,US,mobile,organic,91.27228218946863
u595,US,desktop,organic,97.80780392148338
u596,UK,desktop,organic,98.2327408158933
u597,US,mobile,organic,92.59977940235744
u598,UK,mobile,organic,94.82407874665795
u599,US,mobile,organic,131.97294341009433
u600,US,desktop,paid,111.21838895882478
u601,UK,mobile,paid,94.09039363941679
u602,US,desktop,organic,113.93908809021471
u603,UK,mobile,paid,93.3236102048798
u604,US,mobile,paid,123.46249275173282
u605,US,desktop,paid,107.39284384396188
u606,IN,mobile,paid,97.85395711991542
u607,IN,desktop,organic,108.95433851620555
u608,UK,desktop,paid,68.58247695863001
u609,IN,mobile,paid,77.4646506218039
u610,UK,desktop,paid,76.12149987201889
u611,IN,desktop,organic,102.85886189527413
u612,US,mobile,organic,134.65029998970184
u613,UK,desktop,organic,144.62600292385264
u614,UK,desktop,organic,112.76102202881515
u615,US,desktop,organic,110.01688949888914
u616,UK,mobile,organic,63.97884531694522
u617,UK,desktop,organic,89.14652400531956
u618,IN,mobile,paid,84.24432496183522
u619,UK,mobile,paid,87.58304803497768
u620,US,desktop,paid,96.63712362830421
u621,IN,desktop,organic,90.55818844605746
u622,IN,desktop,organic,60.414003792484245
u623,US,mobile,organic,114.95820512235068
u624,US,desktop,organic,78.54513948520386
u625,IN,desktop,organic,104.78493728222298
u626,UK,desktop,paid,141.48165339499946
u627,IN,desktop,paid,81.61230816827154
u628,US,desktop,organic,49.39424954507341
u629,IN,mobile,organic,94.27991556239779
u630,US,mobile,organic,122.01919269997143
u631,IN,desktop,organic,139.16694908441187
u632,UK,desktop,paid,75.40900811095166
u633,IN,desktop,organic,109.93398446473043
u634,IN,desktop,organic,90.69379086439893
u635,US,mobile,organic,97.88103291391728
u636,US,desktop,organic,152.8868669403407
u637,US,mobile,paid,69.94059343209693
u638,IN,mobile,organic,105.07479322989147
u639,UK,desktop,organic,109.35386343530867
u640,US,mobile,paid,121.71572649878695
u641,US,mobile,paid,101.95966306941791
u642,IN,mobile,paid,106.16101079008205
u643,US,mobile,organic,92.16702865156418
u644,UK,desktop,organic,105.38253882490214
u645,UK,desktop,paid,93.1361544900518
u646,US,mobile,paid,112.43143779712102
u647,US,desktop,paid,92.60779327912732
u648,IN,desktop,paid,107.54200787804373
u649,UK,desktop,paid,99.41474372630043
u650,UK,desktop,paid,122.52100501544336
u651,US,desktop,organic,98.97212552823028
u652,IN,mobile,organic,64.53935063586238
u653,UK,desktop,organic,125.23843001427983
u654,UK,desktop,paid,81.88535398274762
u655,IN,desktop,paid,86.9246732270236
u656,IN,desktop,paid,88.08677411913015
u657,UK,mobile,paid,127.48876186341634
u658,UK,mobile,paid,57.28651572042609
u659,IN,mobile,paid,162.75497067319986
u660,UK,mobile,organic,121.12113618132103
u661,US,desktop,organic,104.4647782825832
u662,US,mobile,paid,98.90211998767427
u663,IN,desktop,organic,105.71108149715315
u664,IN,desktop,paid,110.42244856758677
u665,IN,desktop,organic,112.90431171900114
u666,US,desktop,paid,111.11208932006897
u667,UK,desktop,paid,101.79161362510497
u668,US,mobile,organic,96.05323159385348
u669,UK,mobile,organic,96.97453432692977
u670,US,mobile,paid,96.10183439294639
u671,UK,mobile,paid,122.67540193734129
u672,US,desktop,organic,111.87113444561723
u673,IN,mobile,organic,41.19222730671439
u674,US,desktop,paid,113.11801553059522
u675,UK,mobile,organic,103.8947238943755
